Dates,Tweets
2023-03-12,"@0xflipIt_eth_ My Name Is Red 🌹 

https://t.co/KyNndtVPSs https://t.co/9HcTQougZ8"
2023-03-12,"@johnredwood great game of soccerball!

it's funny, because even though my name is ""red""wood, i actually support the team in blue😂😂😂😂"
2023-03-12,"@F1 Hello

My name is Red Bull

I assume you'll gift me the win ??"
2023-03-11,"@sendr0ck My Name Is Red 🌹 

@kh_samira
@bahaar_hamdami
@ellaNFT101
@sanazmsvi
https://t.co/KyNndtVi2U https://t.co/VdvcdElgdJ"
2023-03-11,"""... nor are the darkness and the light . The shade and the Heat are not equal,nor are the living and the dead.""
My name is red by Orhan Pamuk."
2023-03-11,@HSTSKaczynski people dont even question why my name is red anymore lol
2023-03-11,"@Aakar__Patel @ushrit2020 For a narrative strategy, episodic, non-linear plot progression, I thought you might like to recall how Pamuk’s My Name Is Red is structured."
2023-03-11,@M3LONCH0LY My name is red ruby da sleeze so it’s probably just a #fan
2023-03-11,"@LunarShowl HI, my name is red and im starting a small podcast interviewing people that are in communities that are known for things from pedophilia, zoophilia, zoosadism (or however the fuck you spell it). and i want to know your personal views on such topics and you can be open on it and-"
2023-03-10,"@mattinversion My Name Is Red 🌹
#ZeArtPump https://t.co/cz0IpvoLN8"
2023-03-10,"@celestialprod @FARRAHXYZ My Name Is Red 🌹
https://t.co/KyNndtVi2U https://t.co/NR8oAtnWET"
2023-03-10,@a5ht4r @KarlTrewhelaArt My Name Is Red 🌹 https://t.co/m2Svv7YIjs
2023-03-10,"Hi! My name is Red and I'm a flower. I'm in the third grade and I love learning about plants and flowers. Today, my teacher let us pick some flowers outside and we got to pick red flowers. I thought it was so cool to see all the different shades of red! https://t.co/25KE6DYLJ8"
2023-03-10,"@Strayheroine ""My name is Red...what about you?"""
2023-03-09,"Good Night #NFTCommunity ❤️‍🔥
""My Name is Red"" by @KhadijehMohseni https://t.co/MzvO3xKOyQ"
2023-03-09,"@Psycho_Explode ""My name is Red"""
2023-03-09,"@literarybase Laut Bercerita - Leila S. Chudori
My Name is Red - Orhan Pamuk
Tentang Kamu - Tere Liye
The Black Cat - Edgar Allan Poe
The Silmarillion - J.R.R. Tolkien"
2023-03-08,@Helenreflects My big reads for last year were The Priory of the Orange Tree by Samantha Shannon (848 pages) and My Name is Red by Orhan Pamuk (720 pages).
2023-03-08,"Gn fam💛💛💛

One Available piece on ""Women's Emotions ""collection. 
I will add my new piece soon. 
Sweet dreams 😴 

My Name Is Red 🌹
https://t.co/KyNndtVi2U https://t.co/uVhTZrUKUY"
2023-03-08,@SatoEsq Brain melt. I have read My Name is Red a long time ago. It's very good. Highly recommended. I love the Turkish writer.
2023-03-08,"@SquirrelWestend Great Expectations 
Invisible Man (Ralph Ellison’s)
1984
The Brothers Karamazov
My Name is Red 
The Sympathizer
No No Boy"
2023-03-08,"اسمي أحمر 4: أورهان باموق

My Name is Red 4: Orhan Pamuk https://t.co/GuUM93gNbW via @YouTube 
#اسمي_أحمر
#أدب_عالمي_مترجم
#Lisan_Arabi
#My_Name_is_Red
#أورهان_باموق
#لسان_عربي
#ِكتب_مسموعة https://t.co/msYuz6n1bl"
2023-03-08,@lilkooky32 My Name Is Red 🌹 https://t.co/j9OwnWusKF
2023-03-08,@PonseLakiva @crispycocoart My Name Is Red 🌹 https://t.co/PlwClv7FkW
2023-03-08,"@RealKatoOG @katokrew My Name Is Red 🌹 
https://t.co/KyNndtVi2U https://t.co/tIgIDti4uE"
2023-03-08,"@NICKIMINAJ Yes she does , my name is Red Reuben, And im ready to annihilate  🥢🩸 https://t.co/hVEVgYMYGU"
2023-03-08,@ranjodhd One of the best historical commentaries on style is in Orhan Pamuk’s “My Name is Red”
2023-03-08,"New reference sheet!
And new pin :)
Hello there! My name is Red wether it's Red or Red_ I dunno! Anyway I'm a small artist who draws what ever the fuck be wants! I draw mostly YouTubers like Grian. 
Also have a comic in production with friends:)
Hope you enjoy my art!!! https://t.co/MYoffKMuyb"
2023-03-07,@dvstns My Name Is Red 🌹 https://t.co/bu12tjNyg6
2023-03-07,"📖 My name is red:

""I am nothing but a corpse, a body at the bottom of a well. Though I drew my last breath long ago and my heart has stopped beating, no one, apart from that vile murderer, knows what’s happened to me."""
2023-03-07,"Hoy empezamos a leer, en español y en inglés, el libro de Orham Pamuk:

📖 Me llamo rojo / My name is red https://t.co/VVVZp8wtyR"
2023-03-07,look at me my name is red son and i can’t enjoy a fun game because i’m not the target audience
2023-03-07,"Have you read @_orhanpamuk My Name Is Red (2001), Snow (Faber, 2004), Istanbul: Memories and the City (Vintage, 2003) and Museum of Innocence (Alfred Knopf, 2009)?  ‘Thanks’ to Maureen Freely. Read https://t.co/ymVllXJotX on why she did what she did best! @carmenmccain @IAmSoosy"
2023-03-07,"@tony_malone @CWTParis I still remember vividly how she did what she did best in Nobel laureate @_orhanpamuk My Name Is Red.’ The book is a thrilling murder mystery, love, artistic devotion, and tension between East and West. Review: https://t.co/LnnlnQOpR8"
2023-03-07,"@AoSonOfChief ""My name is Red"""
2023-03-07,@3orovik My Name Is Red 🌹 https://t.co/Z0Qg4PG4bv
2023-03-07,"@HeartOfChain ""Your face looks familiar to me...but I could just brush it off for now my name is Red"" https://t.co/l2bFA8IRTb"
2023-03-07,""" کتابیں جن کے متعلق ہم اس غلطی فہمی میں مبتلا ہوتے ہیں کہ ہمیں (وہ) تسلی دیں گی.. وہ ہمارے غم کی گہراٸ میں محض اضافہ ہی کرتی ہیں...""

“ Books, which we mistake for consolation, only add depth to our sorrow. ” 

~ Orhan Pamuk - ' My Name Is Red' https://t.co/6unFjhjiSw"
2023-03-06,@DokkanPleasure i also win (my name is red)
2023-03-06,"@brainksy My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U https://t.co/eDEjvmwclW"
2023-03-06,"i fucking knew not to befall to association traps and whatnot but umm. do any of you have the shinigami eyes browser extension installed? if so, please tell me if my name is red or something because im fuckin anxious what my goofy little tweets have made of this account."
2023-03-06,"@wildalps My Name Is Red 🌹 

0.36 $Eth https://t.co/VysaN0grVm"
2023-03-05,"Hi my name is Red and I’m on my fourth cup of coffee, I can taste what stars look like now."
2023-03-05,"@zck My name is red. 
I used to finish every book i bought, even if i had to force myself. 

That book taught me to give up."
2023-03-05,"My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U https://t.co/n3me1agQYT"
2023-03-05,"@bitcoinprophet1 Breathe 🌹
Edition Drop / 0.02 $ETH 

My Name Is Red 🌹 
1/1
0.36 $Eth https://t.co/i6YkTbnCCv"
2023-03-05,@senogp @gugurboenga @marxkissme My name is Red mas
2023-03-05,hi i am a cat and my name is red bean pudding
2023-03-05,@GemeniiNew Red Dust: My name is Red Dust but you can call me Red and I accept your offer. I’ll help you form a frost demon army. As long as I’m part of it
2023-03-04,"@noveldeelights The Name of the Rose by Unberto Eco

The Baroque sequence by Nial Stephenson

My name is red by Orhan Pamuk

An instance of the fingerpost by Ian Pears"
2023-03-04,"@juanluislara_ supongo que habrás leido "" my name is red"" ? by O Pamuk"
2023-03-04,@artistsafiya_s My Name is Red by Orhan Pamuk
2023-03-03,@goodreads 16th century Istanbul. My Name Is Red by Orhan Pamuk
2023-03-03,"@amylee_writer Frankenstein - Mary Shelley
Underworld - Don DeLillo
My Name Is Red - Orhan Pamuk
Great Expectations - Charles Dickens
Pedro Páramo - Juan Rulfo
La Rayuela - Julio Cortazar
Homeboy - Seth Morgan"
2023-03-03,"@xmermaidofsea ""My name is Red"""
2023-03-03,"اسمي أحمر 3: أورهان باموق 

My Name is Red 3 : @_orhanpamuk  https://t.co/9qzZbZhtW8 via @YouTube 
#اسمي_أحمر
#أدب_عالمي_مترجم
#Lisan_Arabi
#My_Name_is_Red
#أورهان_باموق
#لسان_عربي
#ِكتب_مسموعة https://t.co/N5PNHxifXS"
2023-03-03,Hello. My name is Red Robin. You misplaced my diamond. Prepare to run away
2023-03-02,"For #worldbookday, the top-5 books I bought purely because of the name but love now:

5: A Short History of Tractors in Ukrainian
4: Special Topics In Calamity Physics
3: An Arsonists Guide to Writer's Homes In New England
2: My Name Is Red
1: The Minotaur Takes A Cigarette Break"
2023-03-02,"Return of a King - William Dalrymple
Babarnama- Babur
The Last Mughal - Dalrymple 
Sapiens - Yuval Noaj Harari
Rebel Sultans &amp; All Manu Pillai Books
Freedom at Midnight - Dominique Laperi, Larry Collins
Snow - Orhan Pamuk
Istanbul - Orhan Pamuk
My name is red - Orhan Pamuk"
2023-03-02,"اسمي أحمر 2: أورهان باموق ||
 My Name is Red 2 : @_orhanpamuk  
https://t.co/8KZHkkTWaI 
#اسمي_أحمر
#أدب_عالمي_مترجم
#Lisan_Arabi
#My_Name_is_Red
#أورهان_باموق
#لسان_عربي
#ِكتب_مسموعة https://t.co/axICTY28kd"
2023-03-01,มีคนปล่อย My Name is Red 50% แล้วเพิ่งไปเห็นหลังจากเค้าโพสต์ขายมาชั่วโมงนุงแล้ว 😭
2023-03-01,"Hi my name is Red, I played Destiny for like 1 day and now I’m addicted."
2023-02-28,@jsjstw My name is red ruby… gucce is dead..
2023-02-28,@LexTheFox21 my name is Red so i thought it already counted
2023-02-28,@goodreads My name is Red by Orhan Pamuk
2023-02-28,"GM Fam☕️
My abstract painting ""My Name is Red""
Media: Acrylic on canvas
Size: 100cmx80cm

#abstractart #Abstract #abstractpainting #painting #abstractexpressionism  #actionpainting #acrylicpainting #abstractartwork  #NFTartists #NFTCommuinity #NFTdrops #nftparis #NFTGiveaways https://t.co/wd8648ILeq"
2023-02-28,"8 books to get to know me:

Enid Blyton series 
The Da Vinci Code (Dan Brown)
Bumi Manusia (Pramoedya A Toer)
Amba (Laksmi Pamuntjak)
1984 (George Orwell)
After Dark (Haruki Murakami)
My Name is Red (Orhan Pamuk)
Sepotong Senja (Seno Gumira)"
2023-02-28,"My starter pack because I need moots w the same interests as me :))

🌺 Hi my name is Red
🌺 Im 18
🌺 entp / libra
🌺 idk what i should add more :) https://t.co/6a89mNjQcJ"
2023-02-28,"@CryptoPopPunk @Cletelcharnal @aydasalamii @shadi_baghaei @kh_samira My Name Is Red 🌹
https://t.co/KyNndtVi2U"
2023-02-28,"@gblsts Gm
My Name Is Red 🌹 https://t.co/N46DEyR7zH"
2023-02-28,"8 books to get to know me:

-Bilangan Fu, Ayu Utami
-My Name is Red, Orhan Pamuk
-Ronggeng Dukuh Paruk, Ahmad Tohari
-Bumi Manusia, Pram
-The Song of Achilles, Miller
-Senja dan Cinta yang Berdarah, Seno
-Of Love and Other Demons, Gabo
-Crime and Punishment, Fyodor D"
2023-02-28,"@illfatednumber ""Oh uh my name is Red"" Red smiled brightly. ""Would you like my cloak as a blanket?"""
2023-02-27,Nobody:                                                                    Me at work: good morning my name is red ruby da sleeze
2023-02-26,"@xelevenz ""My name is Red"""
2023-02-26,@C_M_101 Tell her my name is “Red Light”
2023-02-25,"@ammizukii Hi my name is Red :D i do traditional art and am mainly a dteam fan.
my goal is hopefully (when school calms down a bit) posting more regularly and reaching 200 follower by the end of the year ❤️ https://t.co/oRNs5FqXzv"
2023-02-25,@Ch3iron My Name Is Red 🌹 https://t.co/YvKLqHORJS
2023-02-25,"Nibel prize winning Turkish writer Orhan Panuk's brilliant work My name is Red that contributed to him winning the prize.

An Urdu translation I preferred over English as tryin to finally work on and improve my Urdu.

Adding to the reading list. https://t.co/y4dmGfOrdb"
2023-02-25,"@DrY70126107 My Name Is Red 🌹 
https://t.co/KyNndtVi2U https://t.co/0qYb7ef8WB"
2023-02-25,"@mea05key My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/YrJfOOwgbA"
2023-02-25,"@GarosiSahar @Sshayni_ @LFakhrealami So beautiful,  big thanks ❤️🫂
My Name Is Red 🌹
@kh_samira 
@shadi_baghaei https://t.co/hPSSdn5BTY"
2023-02-25,"اسمي أحمر: أورهان باموق 

My Name is Red : #Orhan_Pamuk https://t.co/HSkzz2BjQl via @YouTube 

#اسمي_أحمر
#أدب_عالمي_مترجم
#أورهان_باموق
#لسان_عربي
#ِكتب_مسموعة
#Lisan_Arabi
#My_Name_is_Red https://t.co/GXmx6FLmzz"
2023-02-25,"HAI! My name is Red, Vanillabean, Blueberry or Scara! My pronouns are (s)he/they/it/xe + neos!! I’m transmasc and a demiboy :3 questioning sexuality HEP"
2023-02-25,Hello. My name is Red Robin. You blasted my coffee. Prepare to give me all of your coffee
2023-02-24,@Kashpeler My Name Is Red 🌹 https://t.co/1ZIlNvppGy
2023-02-24,@thousandbtc My Name Is Red 🌹 https://t.co/qAFrukKhPp
2023-02-24,@thezoneofolives So that copy of My Name is Red in the postbox was...
2023-02-24,@DalrympleWill @EmpirePodUK @tweeter_anita Looking forward to this one - the podcast version of My Name is Red?
2023-02-24,@bookpoets My name is red
2023-02-24,"@THEPAINTERMK my name is RED SON , and nooo - i just am open about how i feel and what i think ."
2023-02-23,@2kbrattz2B Pleased to meet you my name is red thunder https://t.co/uD95jrnFqk
2023-02-23,So I’m reading Orhan Pamuk’s My Name Is Red again after 5 years. And it all seems vulgar and try hard. I have no fucking idea why I loved it in the first place
2023-02-23,"""She once told me that a person never knows exactly what she herself is thinking""
Shekure from My Name is Red"
2023-02-23,"@FrankHath Snake, my name is Red White-Blue; I’m a shaman with the FBI’s counterterrorism unit"
2023-02-23,"@theEquilibrium Hello, my name is Red and I have a prediction problem."
2023-02-22,@rzsnn_nft My Name Is Red 🌹 https://t.co/FKp51vA0m8
2023-02-22,@diogosampaioART My Name Is Red 🌹 https://t.co/EImZ8AlUqT
2023-02-22,@sowmyarao_ My name is Red by Orhan Pamuk
2023-02-22,"@madmaxerr Stoner by John Williams 
Room by Emma Donoghue 
The Good Doctor by Damon Galgut 
Public Library by Ali Smith 
The Chamber by John Grisham 
Orlando by Virginia Woolf 
Murder at the Vicarage by Agatha Christie
My Name is Red by Orhan Pamuk"
2023-02-22,"My name is RED

#rearlight #car #light #mycar #filmphotography #35mm #35mmfilm #analogfilm #analogphotography #colorreproduction #colorrendition #KODAK #kodakproimage100 #pentax #pentaxspotmatic https://t.co/qRGwSirxkp"
2023-02-22,"@BunnyHairBoi ""My name is Red"""
2023-02-21,Hello. My name is Red Hood. You stole my ???. Prepare to run away
2023-02-21,"@Ittotha1andOni ""My name is Red"""
2023-02-21,@Monathereum My Name Is Red 🌹 https://t.co/OV9Sz0MiFo
2023-02-21,"@tormius Gm 
My Name Is Red 🌹 https://t.co/rDZHu9twjk"
2023-02-21,@MarlonNFTs My Name Is Red 🌹 https://t.co/ukdJA3W95a
2023-02-21,Hello. My name is Red Hood. You destroyed my cat. Prepare to run away
2023-02-21,"@Alex_CreatorOff Red: Well, my apologies, Prince Kai =^=
My name is Red. I'm half human, half wolf."
2023-02-21,Hello Gorgeous how are U I'm Very Single My Name Is Red Looking For Surger Mamma Too Love I'm Intrepreneur Got Ideas Make i Items to Sell redneck4you69er @gmail.com Or 626-324-2239 In Coviva California https://t.co/kAKX5RzNBh
2023-02-20,@ONTHEBLOK_io My Name Is Red 🌹 https://t.co/PjCieqabVw
2023-02-20,@thepropgallery My Name Is Red 🌹 https://t.co/KJTWkYFwrg
2023-02-20,@PabloPunkasso My Name Is Red 🌹 https://t.co/fw8Z7uQknw
2023-02-20,"@P_Azuro Gm .
My Name Is Red 🌹 https://t.co/vqBNt5POzD"
2023-02-20,"@crypto17mile My Name Is Red 🌹 

0.36 $Eth
@kh_samira 
@ellaNFT101 
@0xMajidx0 https://t.co/6mKPiDQWc8"
2023-02-20,well my name is red so obviously
2023-02-20,my name is red so like rouge red in french blah blah
2023-02-20,"@ojosdeulltramar ""Uh my name is Red"""
2023-02-20,"@Bayc364 My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U https://t.co/wKockKGcwI"
2023-02-20,Hello. My name is Red Hood. You misplaced my purple. Prepare to flee
2023-02-20,"My name is Red Son, the son of the Demon Bull King."
2023-02-19,"' With growing panic, I tried desperately remember her , only to realize that despite love, a face long not seen finally fades' 
My Name is Red by Orhan Pamuk"
2023-02-19,@NFTCulture My Name Is Red 🌹 https://t.co/fNmYGxGGZc
2023-02-19,@ONTHEBLOK_io My Name Is Red 🌹 https://t.co/PoIcjH33gF
2023-02-19,"My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U"
2023-02-19,@thepropgallery My Name Is Red 🌹 https://t.co/2Y96cccMf9
2023-02-19,"@Tibolf @GraniteTheHorse He's the reason my name is Red lol, I was so obsessed with him people thought he was my fursona

Also I just got this yesterday https://t.co/QNWNFEOaRA"
2023-02-19,"@OfPrettyWitch ""Great! My name is Red"". Red holds out his hand"
2023-02-19,"[ the bow is mirrored , and red son offers up a smile . ] yes , let’s not go through all . . that . 

my name is RED SON , kin of princess iron fan &amp; / the / demon bull king .. [ he does a snarky little grin of sorts ] you mayyy have heard of them ."
2023-02-18,@fwuppy1 @_harrymcbeth my name is red ? on shinigami eyes ???
2023-02-18,"@Poseidon_Shadow My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U https://t.co/M87WWK3Urv"
2023-02-18,Hello. My name is Red Robin. You misplaced my bat. Prepare to be scared
2023-02-18,@literarybase my name is red - orhan pamuk
2023-02-18,"@KhadijehMohseni @SunyeJulien You're too nice dear!  Have a great weekend!  
P.S. I really like My Name Is Red work ♥️"
2023-02-18,"My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U"
2023-02-18,Found the hood….yeah it’s a wrap…niggas bout to know me. Yes my name is Red and im from crosstown…
2023-02-17,"@Jogen_Zamonas ""Hey there!"". Red smiled at the other male. ""I don't believe I've seen you before? My name is Red"". Red holds out his hand towards the other"
2023-02-17,Hello. My name is Red Hood. You corrupted my ?!?!?!. Prepare to flee
2023-02-17,"&gt; [ My name is RED. ▾ ]

[ odd. he didn’t seem to question anything either.
though, red felt oddly relived by this. ]"
2023-02-16,"@0x_vertigo Hi,
My name is Red🌹 https://t.co/d0QcsVfNKq"
2023-02-16,"@PistolPinki Gm dear Pinki💖
My Name Is Red 🌹 https://t.co/paEiOgXMjG"
2023-02-16,@sweetbabayy Hello to you looking good again can we talk boo .my name is red from NY Checking you out ⚘⚘⚘⚘⚘
2023-02-16,@Rbloxhb My name is red_felipe14777 with the red suit and I'm going to buy blox fruits gamepass
2023-02-16,"My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U"
2023-02-16,"I refuse to fucking die here. I'm not done yet. God, if you can hear me, please watch over me for a little while longer. I'll show you I have the strength to live and keep fighting. My name is Red Sherwood, and I'm NOT dying any time soon."
2023-02-15,"@rasdenuniverse @mohammad4023 My Name Is Red 🌹 

0.36 $Eth on Fnd https://t.co/U0GpT2dJmt"
2023-02-15,"@0xmd10 My Name Is Red 🌹 

0.36 $Eth https://t.co/ogO4a9E91n"
2023-02-15,"@jdietz Big congrats 🥂 
My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U https://t.co/yicDXxG5h4"
2023-02-15,"@epileptic_smurf ""Uh my name is Red"""
2023-02-15,"@ArabNewsjp - I love “My name is red.” So much. Turkey Author Orhan Ferit Pamuk, hope God’s mercy on you and your nation."
2023-02-15,"“The beauty and mystery of this world only emerges through affection, attention, interest and compassion . . . open your eyes wide and actually see this world by attending to its colors, details and irony.”
― Orhan Pamuk, My Name Is Red https://t.co/PTBfV9Tza3"
2023-02-15,@jiyunaJP I left one match just like that in January of 2022 and have had a red name ever since because of a glitch. I get asked monthly why my name is red and people in twitch chats call me a rage quitter during tournaments ever since nonstop.
2023-02-15,@hieropunk Pamuk’s My Name is Red and Museum of Innocence
2023-02-14,@benadryladdict3 there’s a reason why my name is red in discord…
2023-02-14,@BrokenLobo My name is Red Yogurt and I run this joint.🤣 https://t.co/tf0giJXiws
2023-02-14,"@OflegendsGohan ""My name is Red"""
2023-02-13,(book: my name is red.) https://t.co/ggOdDDr6eQ
2023-02-13,"@Andrew94722910 Nice to meet you, my name is red shrimp."
2023-02-13,"@arashsahraNFT @Nimaashoori @KhaniAryan @mohammad4023 @RealKatoOG @Arezou69195500 @AfroozGholizade @zahranikazar @shahroozhashemi @Parvane_ely @iamsajii @nftkhatoonart @uforoadsidelake @arashelius I love it so much, big thanks for tagging me.💎🤍
#blamekato 
My name is Red 🌹
@kh_samira 
@shadi_baghaei 
@miiladmoghadam https://t.co/7aVcnNe6P2"
2023-02-13,"Drawing is the silence of thought and and the music of sight.
Orhan Pamuk, My Name is Red https://t.co/Ail2S8cV1t"
2023-02-13,"„Books, which we mistake for consolation, only add depth to our sorrow.“

Orhan Pamuk, My Name Is Red https://t.co/emi49Qp9ph"
2023-02-13,"@44rtRoom @sminnam @katokrew Gm lovely♥️♥️
My name is Red is my last drop . https://t.co/Aq34oLtMWG"
2023-02-13,"@_yogik Hi.
My Name Is Red 🌹
@ellaNFT101 
@kh_samira 
@aydasalamii https://t.co/J8oBESHveE"
2023-02-12,3 of 5 stars to My Name Is Red by Orhan Pamuk https://t.co/zMAAwH9GWU
2023-02-12,"@Elevenble ""Hello uh my name is Red what about you?"""
2023-02-12,4 of 5 stars to My Name is Red by Orhan Pamuk https://t.co/gXAV94QjNb
2023-02-11,@ivalicea suddenly my name is red
2023-02-11,"@ArgoBell_Shido ""My name is Red"" Red would shake the other males hand"
2023-02-11,"@nagabajuungu huaa setelah aku cek, my name is red lom ada nih di ipusnas. adanya the red-haired woman🤧"
2023-02-11,"@iustitia_16 iya, kebanyakan komen orang yg baca WH tuh ""bikin stres"" 😂🤣.

IMO My Name is Red bagus banget. dari ide cerita, gaya penceritaan/narasi, sampe cara penyampaiannya.

wah, makasih udah baca blogku 😘😘😘."
2023-02-11,"@nagabajuungu aku suka Wuthering Heights kok jaman segitu nyiptain cerita yg se-tragis itu😅 emang sih kak, baca buku itu bikin gregetan dan lumayan capek ngelihat karakter2 yg ada di WH 😅

Orhan Pamuk yg My Name is Red sebagus itu ya kak? 

kakkk, I love to read your blog. so inspiring 😍❤"
2023-02-11,"@feifeidezai @woaijinpinmei 说出来不就不好玩了吗？😉
想想， 
My name is red baby.

上一句会是什么？"
2023-02-11,"@MiracleOneKiri Red looked at the female in front of him. ""Gem...? My name is Red...but no i don't remember you...?"". seems the sky people did something to red to make him forget about Kiri"
2023-02-10,"@asadRbhatti The museum of innocence
My name is red"
2023-02-10,"@kzuharaa ""Oh uh my name is Red...what about you? Can you do what poses ghosts can?"""
2023-02-09,"I don't want to be a tree; I want to be its meaning.

- Orhan Pamuk, My Name Is Red"
2023-02-09,"@ommgallery My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U https://t.co/4QgfJURi7r"
2023-02-09,"@365hues Such wow,  big congrats 🥳 😵‍💫🤩
My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U https://t.co/2Sk5QOdHIE"
2023-02-09,"Literally my name is “Red” the single and the whole damn album, who’s winning like me???"
2023-02-09,"@thatoneknight3 ""Well here"". Red would start to sign. ""My name is Red whats yours?"""
2023-02-08,"@0xmd10 My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U https://t.co/UicUeBy8X4"
2023-02-08,"@fasc1nate My name is Red panda 'Theodore... &amp; yes, I'm hoping for a 2nd date on Feb 8th, 2023"
2023-02-08,@Aleecee7 HI EVERYONE MY NAME IS RED FLAG
2023-02-08,"@7thhanako ""My name is Red"""
2023-02-08,@literarybase My Name is Red (Orhan Pamuk)
2023-02-07,"@jfx My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U https://t.co/XUrfWN9lLF"
2023-02-07,"@AngryBirds Hello everybody! My name is RED THE ANGRY BIRD, and today we're getting married to the cult of the lamb!"
2023-02-07,"@TakingTheFalls ""My name is Red not emo"""
2023-02-06,"@5macChaos My name is red, what does that mean"
2023-02-06,@Ayaz_Eric Hi my name is Red!
2023-02-06,@DonyaZahmatkesh @HajipourShervin ایندفعه فرق داره...اون روز میرسه دنیای عزیز
2023-02-06,@ErfanNajafabadi تبریک میگم به امید روزهای روشن برای همه ی عزیزانمون
2023-02-06,"@0xmd10 My Name Is Red 🌹 

0.36 $Eth
https://t.co/KyNndtVi2U https://t.co/CJ0OjWV8MW"
2023-02-06,"""Dogs do speak, but only to those who know how to listen."" – Orhan Pamuk, author of My Name is Red
#dogsarefamily #dogsarelove 

Visit: 👉 https://t.co/DivfxZCWH2"
2023-02-06,"It's been a while since I've kept up with the food truck business, but yes. I am.

And my name is Red Son."
2023-02-06,"@AkumaMikoVT Hey! I love making new friends to play and chat with, my name is Red Ambrose, nice to meet you💕 https://t.co/OrgY0gfiHi"
2023-02-06,My name is... RED. https://t.co/fwoFSWBTF5
2023-02-05,@tedcruz Hi. My name is Red Cruz. And I make shit up because I don’t really have anything true to say. And in between lies - I like sunny places whilst everyone else suffers.
2023-02-05,"@Mrym_nft @flostitanarum My Name Is Red 🌹 
0.36 Eth
@kh_samira 
@shadi_baghaei https://t.co/LxDypVqDJH"
2023-02-05,"Hello friends, my name is Red Happy. https://t.co/bHpMAJTZB0"
2023-02-05,@EnderCilnt @spiderdemon33 Hello spiderdemon my name is red thunder i'm a dj and a chef too as well my lady
2023-02-04,@crypto17mile My Name Is Red 🌹 https://t.co/yb0LSwdzkW
2023-02-04,@EdiVizitrex My Name Is Red 🌹 https://t.co/iDgBzjrBkD
2023-02-04,"@3orovik My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/HWEqqh8pDr"
2023-02-04,"@MojoHeadsNFT A rose is growing inside me,
And I own my whole loneliness.
My name is Red🌹"
2023-02-04,"@cryptokiddo7 My Name Is Red 🌹 
0.36 eth
https://t.co/KyNndtVPSs https://t.co/V54C0Yr74O"
2023-02-04,@Poseidon_SF My Name Is Red 🌹 https://t.co/lJc5TDMCSE
2023-02-04,@brainksy My Name Is Red 🌹 https://t.co/27e4vCN6gf
2023-02-04,"@0xmd10 My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/8kQnZacnck"
2023-02-04,"@OctaviusMETA My Name Is Red 🌹

https://t.co/KyNndtVi2U https://t.co/Q0LOrueCaL"
2023-02-04,"@lilkooky32 Have a good weekend 💎
My Name Is Red 🌹 
0.36 Eth
https://t.co/KyNndtVi2U https://t.co/a2CkBt4cdI"
2023-02-04,"@0xDecaArt My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/cUhZayfmno"
2023-02-04,"@EmpirePodUK @DalrympleWill @tweeter_anita Listening to this wonderful episode reminded me of Orhan Palmuk’s novel, “My name is red” where coffee houses in Ottoman Istanbul played a very important role. Many thanks!"
2023-02-04,"@jason_balducci @SmirapDesigns My Name Is Red 🌹 

https://t.co/KyNndtVPSs https://t.co/CrDn1k4rys"
2023-02-04,"@KlawMachineArt My Name Is Red 🌹

https://t.co/KyNndtVPSs https://t.co/amSECmmfI0"
2023-02-04,@saranut_david My Name is Red by Orhan Pamuk.
2023-02-03,"@BlackoutApe1 My Name Is Red 🌹🌹

https://t.co/KyNndtVi2U https://t.co/TOevGwNWc7"
2023-02-03,"@BlackoutApe1 My Name Is Red 🌹 

https://t.co/KyNndtVi2U https://t.co/mIwLHI3llv"
2023-02-03,"@Kashpeler Hello
My Name Is Red 🌹 https://t.co/y3B0A7rDKX"
2023-02-03,"@sabet My Name Is Red 🌹 

https://t.co/KyNndtVPSs https://t.co/eNTXx1l2el"
2023-02-03,"@Kashpeler Hello 🌹 
My Name Is Red https://t.co/pnb4EPggzn"
2023-02-03,"@maedeh_reisi @TwitPitch2 @nesaart1705 Wow , so amazing collection 💎
Hug thanks sweetheart 😘 
My Name Is Red 🌹

https://t.co/KyNndtVi2U https://t.co/zM5Y4wi37W"
2023-02-03,@HeavenlyTape my name is RED rain how dare you https://t.co/DT97dErt0c
